Period,CELLID,STAGE,COND,RBOT,BOUNDNAME
1,"(0, 432, 612)",1778.0,584.1265,1777.9,jimmy
1,"(0, 433, 612)",1776.0,591.766,1775.9,jimmy
1,"(0, 434, 612)",1777.0,591.766,1776.9,jimmy
1,"(0, 435, 612)",1776.0,591.766,1775.9,jimmy
1,"(0, 436, 612)",1775.0,786.279,1774.9,jimmy
1,"(0, 390, 611)",1785.0,346.715,1784.9,jimmy
1,"(0, 391, 611)",1784.0,595.292,1783.9,jimmy
1,"(0, 392, 611)",1783.0,598.818,1782.9,jimmy
1,"(0, 393, 611)",1784.0,598.818,1783.9,jimmy
1,"(0, 394, 611)",1784.0,599.993,1783.9,jimmy
1,"(0, 395, 611)",1786.0,331.73,1785.9,jimmy
1,"(0, 418, 611)",1777.0,2.3505,1776.9,jimmy
1,"(0, 419, 611)",1777.0,632.608,1776.9,jimmy
1,"(0, 420, 611)",1777.0,372.8655,1776.9,jimmy
1,"(0, 430, 611)",1778.0,632.608,1777.9,jimmy
1,"(0, 431, 611)",1777.0,658.4645,1776.9,jimmy
1,"(0, 432, 611)",1776.0,14.3975,1775.9,jimmy
1,"(0, 436, 611)",1775.0,83.153,1774.9,jimmy
1,"(0, 437, 611)",1774.0,530.65,1773.9,jimmy
1,"(0, 395, 610)",1782.0,297.646,1781.9,jimmy
1,"(0, 396, 610)",1783.0,629.376,1782.9,jimmy
1,"(0, 397, 610)",1786.0,518.897,1785.9,jimmy
1,"(0, 417, 610)",1777.0,618.2105,1776.9,jimmy
1,"(0, 418, 610)",1777.0,627.025,1776.9,jimmy
1,"(0, 420, 610)",1777.0,284.7175,1776.9,jimmy
1,"(0, 421, 610)",1777.0,699.894,1776.9,jimmy
1,"(0, 422, 610)",1778.0,141.3305,1777.9,jimmy
1,"(0, 428, 610)",1777.0,594.998,1776.9,jimmy
1,"(0, 429, 610)",1776.0,658.4645,1775.9,jimmy
1,"(0, 430, 610)",1776.0,25.8565,1775.9,jimmy
1,"(0, 437, 610)",1774.0,587.9465,1773.9,jimmy
1,"(0, 397, 609)",1782.0,207.1475,1781.9,jimmy
1,"(0, 398, 609)",1783.0,638.4845,1782.9,jimmy
1,"(0, 415, 609)",1778.0,42.605,1777.9,jimmy
1,"(0, 416, 609)",1777.0,761.3035,1776.9,jimmy
1,"(0, 417, 609)",1777.0,121.35,1776.9,jimmy
1,"(0, 422, 609)",1776.0,602.344,1775.9,jimmy
1,"(0, 423, 609)",1778.0,364.6385,1777.9,jimmy
1,"(0, 426, 609)",1777.0,496.5665,1776.9,jimmy
1,"(0, 427, 609)",1776.0,668.161,1775.9,jimmy
1,"(0, 428, 609)",1776.0,71.4,1775.9,jimmy
1,"(0, 437, 609)",1774.0,589.4155,1773.9,jimmy
1,"(0, 398, 608)",1784.0,179.234,1783.9,jimmy
1,"(0, 399, 608)",1781.0,704.3015,1780.9,jimmy
1,"(0, 414, 608)",1778.0,319.389,1777.9,jimmy
1,"(0, 415, 608)",1778.0,715.7605,1777.9,jimmy
1,"(0, 423, 608)",1778.0,357.8805,1777.9,jimmy
1,"(0, 424, 608)",1776.0,684.3215,1775.9,jimmy
1,"(0, 425, 608)",1776.0,644.9485,1775.9,jimmy
1,"(0, 426, 608)",1777.0,171.5945,1776.9,jimmy
1,"(0, 437, 608)",1773.0,668.161,1772.9,jimmy
1,"(0, 399, 607)",1784.0,71.4,1783.9,jimmy
1,"(0, 400, 607)",1782.0,678.7385,1781.9,jimmy
1,"(0, 401, 607)",1781.0,425.4605,1780.9,jimmy
1,"(0, 406, 607)",1779.0,410.1815,1778.9,jimmy
1,"(0, 407, 607)",1779.0,641.129,1778.9,jimmy
1,"(0, 408, 607)",1779.0,596.467,1778.9,jimmy
1,"(0, 409, 607)",1779.0,589.709,1778.9,jimmy
1,"(0, 410, 607)",1778.0,589.709,1777.9,jimmy
1,"(0, 411, 607)",1778.0,593.235,1777.9,jimmy
1,"(0, 412, 607)",1778.0,593.529,1777.9,jimmy
1,"(0, 413, 607)",1778.0,621.7365,1777.9,jimmy
1,"(0, 414, 607)",1778.0,330.8485,1777.9,jimmy
1,"(0, 437, 607)",1773.0,474.2355,1772.9,jimmy
1,"(0, 438, 607)",1773.0,165.424,1772.9,jimmy
1,"(0, 401, 606)",1784.0,253.278,1783.9,jimmy
1,"(0, 402, 606)",1782.0,624.3805,1781.9,jimmy
1,"(0, 403, 606)",1781.0,603.225,1780.9,jimmy
1,"(0, 404, 606)",1780.0,602.9315,1779.9,jimmy
1,"(0, 405, 606)",1779.0,638.778,1778.9,jimmy
1,"(0, 406, 606)",1779.0,329.673,1778.9,jimmy
1,"(0, 438, 606)",1773.0,619.3855,1772.9,jimmy
1,"(0, 404, 605)",1782.0,0.294,1781.9,jimmy
1,"(0, 405, 605)",1780.0,86.6785,1779.9,jimmy
1,"(0, 438, 605)",1773.0,614.9785,1772.9,jimmy
1,"(0, 438, 604)",1773.0,590.003,1772.9,jimmy
1,"(0, 438, 603)",1772.0,598.524,1771.9,jimmy
1,"(0, 438, 602)",1772.0,643.4795,1771.9,jimmy
1,"(0, 437, 601)",1773.0,600.8745,1772.9,jimmy
1,"(0, 438, 601)",1773.0,27.9135,1772.9,jimmy
1,"(0, 437, 600)",1773.0,594.7045,1772.9,jimmy
1,"(0, 437, 599)",1774.0,371.1025,1773.9,jimmy
1,"(0, 438, 599)",1774.0,299.409,1773.9,jimmy
1,"(0, 438, 598)",1774.0,545.929,1773.9,jimmy
1,"(0, 439, 598)",1774.0,323.7965,1773.9,jimmy
1,"(0, 439, 597)",1774.0,473.9415,1773.9,jimmy
1,"(0, 440, 597)",1774.0,395.784,1773.9,jimmy
1,"(0, 440, 596)",1774.0,387.8505,1773.9,jimmy
1,"(0, 441, 596)",1774.0,640.541,1773.9,jimmy
1,"(0, 442, 596)",1773.0,219.1945,1772.9,jimmy
1,"(0, 442, 595)",1774.0,421.347,1773.9,jimmy
1,"(0, 443, 595)",1773.0,716.0545,1772.9,jimmy
1,"(0, 444, 595)",1773.0,40.254,1772.9,jimmy
1,"(0, 444, 594)",1773.0,742.499,1772.9,jimmy
1,"(0, 445, 594)",1773.0,220.6635,1772.9,jimmy
1,"(0, 445, 593)",1773.0,416.6455,1772.9,jimmy
1,"(0, 446, 593)",1773.0,621.1485,1772.9,jimmy
1,"(0, 447, 593)",1772.0,621.1485,1771.9,jimmy
1,"(0, 448, 593)",1772.0,162.7795,1771.9,jimmy
1,"(0, 448, 592)",1772.0,458.369,1771.9,jimmy
1,"(0, 449, 592)",1772.0,621.1485,1771.9,jimmy
1,"(0, 450, 592)",1772.0,621.1485,1771.9,jimmy
1,"(0, 451, 592)",1771.0,121.35,1770.9,jimmy
1,"(0, 451, 591)",1771.0,499.7985,1770.9,jimmy
1,"(0, 452, 591)",1771.0,621.1485,1770.9,jimmy
1,"(0, 453, 591)",1771.0,609.102,1770.9,jimmy
1,"(0, 454, 591)",1771.0,357.8805,1770.9,jimmy
1,"(0, 454, 590)",1770.0,242.113,1769.9,jimmy
1,"(0, 455, 590)",1770.0,714.879,1769.9,jimmy
1,"(0, 456, 590)",1770.0,274.7275,1769.9,jimmy
1,"(0, 456, 589)",1770.0,714.5855,1769.9,jimmy
1,"(0, 456, 588)",1770.0,44.368,1769.9,jimmy
1,"(0, 457, 588)",1770.0,564.734,1769.9,jimmy
1,"(0, 457, 587)",1769.0,600.581,1768.9,jimmy
1,"(0, 457, 586)",1769.0,609.6895,1768.9,jimmy
1,"(0, 457, 585)",1769.0,510.964,1768.9,jimmy
1,"(0, 458, 585)",1769.0,123.407,1768.9,jimmy
1,"(0, 458, 584)",1768.0,634.371,1767.9,jimmy
1,"(0, 458, 583)",1768.0,634.371,1767.9,jimmy
1,"(0, 458, 582)",1768.0,172.77,1767.9,jimmy
1,"(0, 459, 582)",1768.0,461.601,1767.9,jimmy
1,"(0, 459, 581)",1768.0,634.371,1767.9,jimmy
1,"(0, 459, 580)",1768.0,468.9465,1767.9,jimmy
1,"(0, 460, 580)",1767.0,165.424,1766.9,jimmy
1,"(0, 460, 579)",1767.0,634.371,1766.9,jimmy
1,"(0, 460, 578)",1767.0,634.371,1766.9,jimmy
1,"(0, 460, 577)",1767.0,130.7525,1766.9,jimmy
1,"(0, 461, 577)",1766.0,480.112,1765.9,jimmy
1,"(0, 461, 576)",1766.0,602.9315,1765.9,jimmy
1,"(0, 461, 575)",1766.0,592.06,1765.9,jimmy
1,"(0, 461, 574)",1766.0,601.756,1765.9,jimmy
1,"(0, 461, 573)",1766.0,626.4375,1765.9,jimmy
1,"(0, 461, 572)",1767.0,207.4415,1766.9,jimmy
1,"(0, 462, 572)",1766.0,418.996,1765.9,jimmy
1,"(0, 462, 571)",1767.0,629.376,1766.9,jimmy
1,"(0, 462, 570)",1767.0,612.6275,1766.9,jimmy
1,"(0, 463, 570)",1766.0,16.4545,1765.9,jimmy
1,"(0, 463, 569)",1767.0,629.376,1766.9,jimmy
1,"(0, 463, 568)",1767.0,629.376,1766.9,jimmy
1,"(0, 463, 567)",1767.0,263.562,1766.9,jimmy
1,"(0, 464, 567)",1764.0,433.3935,1763.9,jimmy
1,"(0, 464, 566)",1765.0,633.4895,1764.9,jimmy
1,"(0, 465, 566)",1764.0,70.812,1763.9,jimmy
1,"(0, 465, 565)",1764.0,670.8055,1763.9,jimmy
1,"(0, 465, 564)",1764.0,597.6425,1763.9,jimmy
1,"(0, 465, 563)",1764.0,597.6425,1763.9,jimmy
1,"(0, 465, 562)",1763.0,188.9305,1762.9,jimmy
1,"(0, 466, 562)",1763.0,405.48,1762.9,jimmy
1,"(0, 466, 561)",1763.0,591.766,1762.9,jimmy
1,"(0, 466, 560)",1763.0,591.766,1762.9,jimmy
1,"(0, 466, 559)",1763.0,591.766,1762.9,jimmy
1,"(0, 466, 558)",1763.0,591.766,1762.9,jimmy
1,"(0, 466, 557)",1763.0,607.9265,1762.9,jimmy
1,"(0, 466, 556)",1763.0,429.28,1762.9,jimmy
1,"(0, 467, 556)",1762.0,179.234,1761.9,jimmy
1,"(0, 467, 555)",1762.0,608.514,1761.9,jimmy
1,"(0, 467, 554)",1762.0,648.7685,1761.9,jimmy
1,"(0, 467, 553)",1762.0,247.108,1761.9,jimmy
1,"(0, 468, 553)",1762.0,427.811,1761.9,jimmy
1,"(0, 468, 552)",1762.0,683.7335,1761.9,jimmy
1,"(0, 468, 551)",1762.0,52.301,1761.9,jimmy
1,"(0, 469, 551)",1761.0,660.5215,1760.9,jimmy
1,"(0, 469, 550)",1762.0,379.036,1761.9,jimmy
1,"(0, 470, 550)",1761.0,333.7865,1760.9,jimmy
1,"(0, 470, 549)",1761.0,695.193,1760.9,jimmy
1,"(0, 470, 548)",1761.0,52.595,1760.9,jimmy
1,"(0, 471, 548)",1761.0,642.598,1760.9,jimmy
1,"(0, 471, 547)",1761.0,459.544,1760.9,jimmy
1,"(0, 472, 547)",1761.0,235.6485,1760.9,jimmy
1,"(0, 472, 546)",1760.0,684.909,1759.9,jimmy
1,"(0, 472, 545)",1760.0,406.068,1759.9,jimmy
1,"(0, 473, 545)",1760.0,207.1475,1759.9,jimmy
1,"(0, 473, 544)",1760.0,613.2155,1759.9,jimmy
1,"(0, 561, 543)",1746.0,505.381,1745.9,jimmy
1,"(0, 473, 543)",1760.0,613.2155,1759.9,jimmy
1,"(0, 554, 543)",1747.0,605.576,1746.9,jimmy
1,"(0, 555, 543)",1747.0,605.576,1746.9,jimmy
1,"(0, 556, 543)",1747.0,604.6945,1746.9,jimmy
1,"(0, 557, 543)",1747.0,590.297,1746.9,jimmy
1,"(0, 558, 543)",1746.0,590.297,1745.9,jimmy
1,"(0, 559, 543)",1746.0,590.297,1745.9,jimmy
1,"(0, 560, 543)",1746.0,640.541,1745.9,jimmy
1,"(0, 553, 543)",1747.0,67.051,1746.9,jimmy
1,"(0, 563, 542)",1745.0,387.263,1744.9,jimmy
1,"(0, 473, 542)",1760.0,613.2155,1759.9,jimmy
1,"(0, 553, 542)",1747.0,379.036,1746.9,jimmy
1,"(0, 561, 542)",1746.0,402.542,1745.9,jimmy
1,"(0, 562, 542)",1746.0,655.2325,1745.9,jimmy
1,"(0, 552, 542)",1747.0,85.856,1746.9,jimmy
1,"(0, 473, 541)",1760.0,18.217,1759.9,jimmy
1,"(0, 474, 541)",1760.0,594.998,1759.9,jimmy
1,"(0, 552, 541)",1747.0,447.4975,1746.9,jimmy
1,"(0, 563, 541)",1745.0,632.9015,1744.9,jimmy
1,"(0, 564, 541)",1745.0,185.1105,1744.9,jimmy
1,"(0, 551, 541)",1747.0,79.157,1746.9,jimmy
1,"(0, 474, 540)",1760.0,611.4525,1759.9,jimmy
1,"(0, 550, 540)",1747.0,482.4625,1746.9,jimmy
1,"(0, 551, 540)",1747.0,395.784,1746.9,jimmy
1,"(0, 564, 540)",1745.0,660.2275,1744.9,jimmy
1,"(0, 565, 540)",1745.0,157.7845,1744.9,jimmy
1,"(0, 474, 539)",1760.0,588.24,1759.9,jimmy
1,"(0, 549, 539)",1747.0,569.1415,1746.9,jimmy
1,"(0, 550, 539)",1747.0,309.105,1746.9,jimmy
1,"(0, 565, 539)",1745.0,593.823,1744.9,jimmy
1,"(0, 566, 539)",1744.0,411.3565,1743.9,jimmy
1,"(0, 474, 538)",1760.0,601.4625,1759.9,jimmy
1,"(0, 548, 538)",1747.0,537.702,1746.9,jimmy
1,"(0, 549, 538)",1747.0,241.819,1746.9,jimmy
1,"(0, 566, 538)",1744.0,307.93,1743.9,jimmy
1,"(0, 567, 538)",1744.0,711.941,1743.9,jimmy
1,"(0, 474, 537)",1760.0,472.7665,1759.9,jimmy
1,"(0, 475, 537)",1759.0,144.8565,1758.9,jimmy
1,"(0, 547, 537)",1747.0,390.789,1746.9,jimmy
1,"(0, 548, 537)",1747.0,376.685,1746.9,jimmy
1,"(0, 567, 537)",1744.0,7.3455,1743.9,jimmy
1,"(0, 568, 537)",1743.0,642.598,1742.9,jimmy
1,"(0, 569, 537)",1742.0,629.9635,1741.9,jimmy
1,"(0, 570, 537)",1743.0,29.265,1742.9,jimmy
1,"(0, 475, 536)",1760.0,617.6225,1759.9,jimmy
1,"(0, 546, 536)",1747.0,255.041,1746.9,jimmy
1,"(0, 547, 536)",1747.0,523.5985,1746.9,jimmy
1,"(0, 570, 536)",1742.0,142.3295,1741.9,jimmy
1,"(0, 475, 535)",1760.0,680.2075,1759.9,jimmy
1,"(0, 476, 535)",1760.0,29.3825,1759.9,jimmy
1,"(0, 545, 535)",1748.0,378.1545,1747.9,jimmy
1,"(0, 546, 535)",1747.0,540.934,1746.9,jimmy
1,"(0, 570, 535)",1742.0,32.6735,1741.9,jimmy
1,"(0, 571, 535)",1742.0,109.656,1741.9,jimmy
1,"(0, 476, 534)",1760.0,776.8765,1759.9,jimmy
1,"(0, 524, 534)",1749.0,94.0245,1748.9,jimmy
1,"(0, 525, 534)",1749.0,604.988,1748.9,jimmy
1,"(0, 526, 534)",1749.0,604.988,1748.9,jimmy
1,"(0, 527, 534)",1749.0,632.314,1748.9,jimmy
1,"(0, 528, 534)",1749.0,446.9095,1748.9,jimmy
1,"(0, 544, 534)",1749.0,532.1195,1748.9,jimmy
1,"(0, 545, 534)",1748.0,386.969,1747.9,jimmy
1,"(0, 571, 534)",1742.0,91.321,1741.9,jimmy
1,"(0, 572, 534)",1742.0,69.578,1741.9,jimmy
1,"(0, 476, 533)",1761.0,93.143,1760.9,jimmy
1,"(0, 477, 533)",1761.0,729.5705,1760.9,jimmy
1,"(0, 478, 533)",1761.0,199.214,1760.9,jimmy
1,"(0, 522, 533)",1751.0,89.0295,1750.9,jimmy
1,"(0, 523, 533)",1749.0,682.2645,1748.9,jimmy
1,"(0, 524, 533)",1749.0,539.759,1748.9,jimmy
1,"(0, 528, 533)",1749.0,201.8585,1748.9,jimmy
1,"(0, 529, 533)",1749.0,661.6965,1748.9,jimmy
1,"(0, 530, 533)",1748.0,406.3615,1747.9,jimmy
1,"(0, 543, 533)",1749.0,732.215,1748.9,jimmy
1,"(0, 544, 533)",1749.0,232.7105,1748.9,jimmy
1,"(0, 572, 533)",1742.0,86.914,1741.9,jimmy
1,"(0, 573, 533)",1742.0,91.2035,1741.9,jimmy
1,"(0, 478, 532)",1761.0,479.5245,1760.9,jimmy
1,"(0, 479, 532)",1760.0,678.7385,1759.9,jimmy
1,"(0, 480, 532)",1759.0,26.1505,1758.9,jimmy
1,"(0, 519, 532)",1752.0,295.2955,1751.9,jimmy
1,"(0, 520, 532)",1751.0,598.23,1750.9,jimmy
1,"(0, 521, 532)",1749.0,627.613,1748.9,jimmy
1,"(0, 522, 532)",1749.0,593.235,1748.9,jimmy
1,"(0, 530, 532)",1749.0,268.557,1748.9,jimmy
1,"(0, 531, 532)",1748.0,640.541,1747.9,jimmy
1,"(0, 541, 532)",1749.0,358.762,1748.9,jimmy
1,"(0, 542, 532)",1749.0,704.5955,1748.9,jimmy
1,"(0, 543, 532)",1749.0,3.8195,1748.9,jimmy
1,"(0, 573, 532)",1742.0,64.348,1741.9,jimmy
1,"(0, 574, 532)",1742.0,125.875,1741.9,jimmy
1,"(0, 480, 531)",1760.0,599.4055,1759.9,jimmy
1,"(0, 481, 531)",1760.0,625.556,1759.9,jimmy
1,"(0, 482, 531)",1759.0,494.5095,1758.9,jimmy
1,"(0, 517, 531)",1752.0,176.2955,1751.9,jimmy
1,"(0, 518, 531)",1752.0,694.0175,1751.9,jimmy
1,"(0, 519, 531)",1750.0,334.0805,1749.9,jimmy
1,"(0, 531, 531)",1749.0,382.8555,1748.9,jimmy
1,"(0, 532, 531)",1748.0,279.7225,1747.9,jimmy
1,"(0, 536, 531)",1749.0,284.424,1748.9,jimmy
1,"(0, 537, 531)",1749.0,598.23,1748.9,jimmy
1,"(0, 538, 531)",1749.0,596.761,1748.9,jimmy
1,"(0, 539, 531)",1749.0,593.529,1748.9,jimmy
1,"(0, 540, 531)",1749.0,593.529,1748.9,jimmy
1,"(0, 541, 531)",1749.0,335.2555,1748.9,jimmy
1,"(0, 574, 531)",1741.0,21.567,1740.9,jimmy
1,"(0, 575, 531)",1741.0,147.442,1740.9,jimmy
1,"(0, 576, 531)",1742.0,25.739,1741.9,jimmy
1,"(0, 482, 530)",1760.0,131.0465,1759.9,jimmy
1,"(0, 483, 530)",1759.0,605.576,1758.9,jimmy
1,"(0, 484, 530)",1759.0,588.8275,1758.9,jimmy
1,"(0, 485, 530)",1758.0,588.8275,1757.9,jimmy
1,"(0, 486, 530)",1757.0,588.8275,1756.9,jimmy
1,"(0, 487, 530)",1757.0,588.8275,1756.9,jimmy
1,"(0, 488, 530)",1757.0,604.6945,1756.9,jimmy
1,"(0, 489, 530)",1757.0,530.65,1756.9,jimmy
1,"(0, 516, 530)",1752.0,294.12,1751.9,jimmy
1,"(0, 517, 530)",1750.0,713.9975,1749.9,jimmy
1,"(0, 532, 530)",1749.0,607.6325,1748.9,jimmy
1,"(0, 533, 530)",1749.0,590.003,1748.9,jimmy
1,"(0, 534, 530)",1749.0,590.003,1748.9,jimmy
1,"(0, 535, 530)",1749.0,591.472,1748.9,jimmy
1,"(0, 536, 530)",1749.0,313.8065,1748.9,jimmy
1,"(0, 576, 530)",1741.0,121.703,1740.9,jimmy
1,"(0, 577, 530)",1741.0,79.392,1740.9,jimmy
1,"(0, 489, 529)",1756.0,108.7155,1755.9,jimmy
1,"(0, 490, 529)",1756.0,765.1235,1755.9,jimmy
1,"(0, 491, 529)",1755.0,45.249,1754.9,jimmy
1,"(0, 508, 529)",1755.0,14.6915,1754.9,jimmy
1,"(0, 509, 529)",1755.0,626.4375,1754.9,jimmy
1,"(0, 510, 529)",1755.0,616.741,1754.9,jimmy
1,"(0, 511, 529)",1754.0,590.297,1753.9,jimmy
1,"(0, 512, 529)",1754.0,590.297,1753.9,jimmy
1,"(0, 513, 529)",1752.0,590.8845,1751.9,jimmy
1,"(0, 514, 529)",1751.0,590.8845,1750.9,jimmy
1,"(0, 515, 529)",1751.0,608.808,1750.9,jimmy
1,"(0, 516, 529)",1750.0,321.152,1749.9,jimmy
1,"(0, 577, 529)",1741.0,59.294,1740.9,jimmy
1,"(0, 578, 529)",1741.0,134.69,1740.9,jimmy
1,"(0, 579, 529)",1741.0,47.2475,1740.9,jimmy
1,"(0, 491, 528)",1755.0,719.874,1754.9,jimmy
1,"(0, 492, 528)",1754.0,287.362,1753.9,jimmy
1,"(0, 506, 528)",1754.0,609.6895,1753.9,jimmy
1,"(0, 507, 528)",1754.0,614.6845,1753.9,jimmy
1,"(0, 508, 528)",1755.0,607.045,1754.9,jimmy
1,"(0, 579, 528)",1741.0,87.4425,1740.9,jimmy
1,"(0, 580, 528)",1740.0,134.69,1739.9,jimmy
1,"(0, 581, 528)",1740.0,19.0985,1739.9,jimmy
1,"(0, 492, 527)",1755.0,346.1275,1754.9,jimmy
1,"(0, 493, 527)",1755.0,597.6425,1754.9,jimmy
1,"(0, 494, 527)",1755.0,597.6425,1754.9,jimmy
1,"(0, 495, 527)",1754.0,598.524,1753.9,jimmy
1,"(0, 496, 527)",1754.0,600.581,1753.9,jimmy
1,"(0, 497, 527)",1754.0,367.5765,1753.9,jimmy
1,"(0, 504, 527)",1753.0,533.5885,1752.9,jimmy
1,"(0, 505, 527)",1753.0,669.924,1752.9,jimmy
1,"(0, 506, 527)",1753.0,21.743,1752.9,jimmy
1,"(0, 581, 527)",1740.0,115.5325,1739.9,jimmy
1,"(0, 582, 527)",1740.0,125.64,1739.9,jimmy
1,"(0, 497, 526)",1756.0,233.004,1755.9,jimmy
1,"(0, 498, 526)",1754.0,593.529,1753.9,jimmy
1,"(0, 499, 526)",1754.0,587.9465,1753.9,jimmy
1,"(0, 500, 526)",1754.0,587.9465,1753.9,jimmy
1,"(0, 501, 526)",1753.0,587.9465,1752.9,jimmy
1,"(0, 502, 526)",1753.0,587.9465,1752.9,jimmy
1,"(0, 503, 526)",1753.0,605.576,1752.9,jimmy
1,"(0, 504, 526)",1754.0,136.629,1753.9,jimmy
1,"(0, 582, 526)",1740.0,9.05,1739.9,jimmy
1,"(0, 583, 526)",1740.0,134.69,1739.9,jimmy
1,"(0, 584, 526)",1740.0,97.4915,1739.9,jimmy
1,"(0, 584, 525)",1740.0,37.1395,1739.9,jimmy
1,"(0, 585, 525)",1740.0,134.69,1739.9,jimmy
1,"(0, 586, 525)",1739.0,69.343,1738.9,jimmy
1,"(0, 586, 524)",1739.0,65.288,1738.9,jimmy
1,"(0, 587, 524)",1739.0,134.69,1738.9,jimmy
1,"(0, 588, 524)",1739.0,41.253,1738.9,jimmy
1,"(0, 588, 523)",1739.0,93.4365,1738.9,jimmy
1,"(0, 589, 523)",1739.0,134.69,1738.9,jimmy
1,"(0, 590, 523)",1739.0,13.1045,1738.9,jimmy
1,"(0, 590, 522)",1739.0,109.7145,1738.9,jimmy
1,"(0, 591, 522)",1739.0,118.941,1738.9,jimmy
1,"(0, 592, 522)",1738.0,118.8235,1737.9,jimmy
1,"(0, 593, 522)",1738.0,118.0595,1737.9,jimmy
1,"(0, 594, 522)",1738.0,118.0595,1737.9,jimmy
1,"(0, 595, 522)",1738.0,118.0595,1737.9,jimmy
1,"(0, 596, 522)",1738.0,118.0595,1737.9,jimmy
1,"(0, 597, 522)",1738.0,72.7515,1737.9,jimmy
1,"(0, 597, 521)",1738.0,48.599,1737.9,jimmy
1,"(0, 598, 521)",1738.0,121.938,1737.9,jimmy
1,"(0, 599, 521)",1737.0,121.938,1736.9,jimmy
1,"(0, 600, 521)",1737.0,121.938,1736.9,jimmy
1,"(0, 601, 521)",1737.0,28.9125,1736.9,jimmy
1,"(0, 601, 520)",1737.0,93.0255,1736.9,jimmy
1,"(0, 602, 520)",1737.0,141.5065,1736.9,jimmy
1,"(0, 603, 520)",1737.0,26.1505,1736.9,jimmy
1,"(0, 603, 519)",1737.0,116.355,1736.9,jimmy
1,"(0, 604, 519)",1737.0,89.676,1736.9,jimmy
1,"(0, 604, 518)",1737.0,55.2395,1736.9,jimmy
1,"(0, 605, 518)",1736.0,142.741,1735.9,jimmy
1,"(0, 605, 517)",1737.0,3.3495,1736.9,jimmy
1,"(0, 606, 517)",1736.0,146.149,1735.9,jimmy
1,"(0, 607, 517)",1736.0,48.4815,1735.9,jimmy
1,"(0, 607, 516)",1736.0,97.609,1735.9,jimmy
1,"(0, 608, 516)",1736.0,100.371,1735.9,jimmy
1,"(0, 608, 515)",1736.0,45.778,1735.9,jimmy
